location,total_sqft,bath,balcony,bhk,price,predicted_price_rf,price_per_sqft
other,1116.0,2.0,1.0,2.0,50.0,47.977603531746034,4480.286738351255
other,1308.0,2.0,2.0,2.0,89.04,72.71681809523811,6807.339449541284
other,1200.0,3.0,0.0,3.0,90.0,119.967646105013,7500.0
other,1500.0,4.0,2.0,4.0,230.0,220.02366666666666,15333.333333333334
Bannerghatta Road,500.0,1.0,1.0,1.0,18.5,20.77487109359938,3700.0
other,1075.0,2.0,1.0,2.0,52.0,53.39950424242426,4837.209302325581
other,530.0,1.0,0.0,1.0,11.66,31.22866666666667,2200.0
other,1205.0,2.0,3.0,2.0,66.0,58.465479859029855,5477.178423236514
other,1075.0,2.0,2.0,2.0,60.0,52.58941524447774,5581.395348837209
other,930.0,2.0,2.0,2.0,39.0,44.89605476190477,4193.548387096775
other,1380.0,2.0,1.0,2.0,60.0,74.434,4347.826086956522
Hebbal,2483.0,5.0,2.0,4.0,212.0,219.87553571428572,8538.058799838904
other,1166.0,2.0,2.0,2.0,55.0,57.320870769230766,4716.981132075472
Bannerghatta Road,1050.0,2.0,1.0,2.0,65.0,62.541813771783794,6190.476190476191
other,2023.71,3.0,2.0,3.0,275.0,222.795,13588.903548433324
other,1200.0,2.0,2.0,2.0,46.8,57.5871973877602,3900.0
other,1600.0,2.0,1.0,3.0,108.0,81.12347272727273,6750.0
other,1935.0,3.0,2.0,3.0,110.0,124.7221,5684.754521963824
other,451.0,1.0,0.0,1.0,29.9,27.359775000000027,6629.711751662971
Electronic City,1800.0,3.0,2.0,3.0,95.0,112.73318079365079,5277.777777777777
other,1400.0,3.0,0.0,3.0,77.0,72.23847619047619,5500.0
other,1801.0,3.0,2.0,3.0,115.0,126.65186904761904,6385.341476957246
other,1451.0,2.0,0.0,2.0,90.0,76.1766,6202.618883528601
other,1200.0,1.0,1.0,2.0,36.0,82.63096248196248,3000.0
other,1160.0,2.0,2.0,2.0,44.0,46.00748912044959,3793.103448275862
other,1000.0,2.0,1.0,2.0,25.0,47.18313045524569,2500.0
Kanakpura Road,950.0,2.0,1.0,2.0,40.0,48.24180551855695,4210.526315789473
other,1629.0,3.0,2.0,3.0,79.0,95.45678789682539,4849.600982197668
other,1580.0,2.0,0.0,3.0,134.0,99.29047619047618,8481.012658227848
other,1826.0,3.0,2.0,3.0,121.0,125.6130303030303,6626.506024096386
7th Phase JP Nagar,1245.0,2.0,1.0,2.0,94.0,86.04406031746035,7550.2008032128515
Raja Rajeshwari Nagar,1145.0,2.0,2.0,2.0,45.79,43.60764782608697,3999.126637554585
other,825.0,2.0,1.0,2.0,33.0,33.791880952380964,4000.0
other,1693.0,3.0,3.0,3.0,108.0,102.62,6379.208505611341
other,1113.27,2.0,2.0,2.0,53.0,51.985401587301574,4760.74986301616
other,1460.0,2.0,1.0,2.0,58.0,72.06025,3972.6027397260273
other,1050.0,2.0,1.0,2.0,32.0,54.18199270903312,3047.6190476190477
other,1260.0,2.0,2.0,2.0,55.0,72.60563153846155,4365.079365079365
other,700.0,3.0,0.0,6.0,120.0,120.66714285714286,17142.85714285714
other,1656.0,2.0,1.0,2.0,120.0,113.57144999999996,7246.376811594203
other,1208.0,3.0,1.0,3.0,45.0,46.39148799498744,3725.1655629139073
Whitefield,1910.0,3.0,2.0,3.0,161.0,146.01333333333335,8429.319371727748
Whitefield,3252.0,4.0,1.0,4.0,230.0,239.86,7072.570725707257
other,1200.0,2.0,1.0,2.0,65.0,66.6977315562278,5416.666666666667
other,1200.0,4.0,1.0,4.0,175.0,139.58382221004393,14583.333333333334
7th Phase JP Nagar,1175.0,2.0,1.0,2.0,82.0,56.84193530219783,6978.723404255319
other,1000.0,2.0,0.0,2.0,165.0,75.37479186596428,16500.0
Bannerghatta Road,1200.0,2.0,0.0,4.0,125.0,88.32711255072543,10416.666666666666
other,2390.0,3.0,2.0,3.0,410.0,277.8695154600302,17154.81171548117
other,12000.0,6.0,3.0,7.0,2200.0,1925.51,18333.333333333332
other,550.0,1.0,1.0,2.0,62.0,35.62747916666666,11272.727272727272
other,1185.0,2.0,0.0,2.0,38.0,43.073922023809516,3206.7510548523205
other,750.0,2.0,1.0,2.0,38.0,33.35979619796872,5066.666666666667
other,1200.0,7.0,3.0,6.0,250.0,204.61875,20833.333333333332
Kanakpura Road,1550.0,3.0,3.0,3.0,64.5,64.98792504329008,4161.290322580645
other,1760.0,3.0,2.0,3.0,88.0,127.66327705627704,5000.0
other,1125.0,2.0,2.0,2.0,62.0,49.175892624967055,5511.111111111111
other,1350.0,3.0,2.0,3.0,150.0,67.04250445332447,11111.111111111111
other,1000.0,2.0,1.0,2.0,55.0,47.18313045524569,5500.0
other,1090.0,2.0,2.0,2.0,31.48,39.41431081523052,2888.0733944954127
other,1200.0,2.0,0.0,2.0,60.0,75.83622885487857,5000.0
other,1991.0,4.0,2.0,3.0,103.0,101.73632142857144,5173.279758915118
other,1060.0,2.0,1.0,2.0,26.5,48.132390164865676,2500.0
other,1105.0,2.0,1.0,2.0,75.0,48.15254156177154,6787.330316742082
other,985.0,2.0,2.0,2.0,67.0,54.2766,6802.030456852792
other,1533.0,5.0,3.0,6.0,85.0,115.13,5544.683626875408
other,1590.0,3.0,2.0,3.0,79.0,78.78399999999999,4968.553459119496
other,1120.0,2.0,2.0,2.0,55.0,43.74920927108712,4910.714285714285
other,1069.0,2.0,1.0,2.0,55.0,52.73364166666667,5144.9953227315245
Marathahalli,1933.0,3.0,2.0,3.0,140.0,144.2133333333333,7242.628039317124
other,1194.0,2.0,0.0,2.0,69.0,61.098554545454554,5778.894472361809
other,1150.0,2.0,3.0,2.0,69.0,53.56168567251462,6000.0
other,1240.0,2.0,2.0,2.0,47.12,50.217116300366285,3800.0
Raja Rajeshwari Nagar,1419.0,2.0,2.0,2.0,48.1,59.88062836771073,3389.7110641296686
7th Phase JP Nagar,1200.0,8.0,0.0,8.0,250.0,223.5933333333334,20833.333333333332
other,2150.0,4.0,0.0,3.0,240.0,231.14666666666665,11162.790697674418
other,1450.0,3.0,2.0,3.0,55.0,71.90208385336884,3793.103448275862
other,1630.0,3.0,2.0,3.0,68.29,116.13507539682536,4189.57055214724
other,708.0,1.0,1.0,2.0,40.0,46.88206904761904,5649.717514124294
other,1000.0,4.0,3.0,3.0,110.0,97.0800476190476,11000.0
Whitefield,11890.0,4.0,3.0,4.0,700.0,1012.24,5887.300252312868
other,1250.0,2.0,1.0,2.0,76.0,61.324603992286086,6080.0
7th Phase JP Nagar,1400.0,2.0,1.0,3.0,95.0,83.63038432900431,6785.714285714285
Sarjapur  Road,1670.0,2.0,3.0,3.0,57.0,119.02800000000003,3413.1736526946106
other,1750.0,3.0,2.0,3.0,100.0,116.79961131481174,5714.285714285715
other,1404.0,2.0,1.0,2.0,71.0,70.5888320707071,5056.980056980057
other,1715.0,2.0,2.0,3.0,95.0,97.18389999999995,5539.35860058309
Electronic City,630.0,1.0,1.0,1.0,34.65,50.03191666666668,5500.0
other,1752.12,3.0,2.0,3.0,135.0,125.55480952380951,7704.951715635916
other,1650.0,3.0,2.0,3.0,78.0,101.13681782465572,4727.272727272727
Raja Rajeshwari Nagar,1295.0,2.0,1.0,2.0,55.47,55.6211,4283.397683397683
other,1800.0,3.0,2.0,3.0,252.0,124.9853064642436,14000.0
Sarjapur  Road,1346.0,2.0,1.0,2.0,74.03,70.54935035991785,5500.0
other,1200.0,4.0,2.0,4.0,200.0,171.61884160161964,16666.666666666668
other,1150.0,2.0,2.0,2.0,55.0,63.735623407525324,4782.608695652174
other,3309.0,4.0,3.0,4.0,325.0,348.1711666666667,9821.698398307646
other,1190.0,2.0,2.0,3.0,30.35,42.415270952380936,2550.4201680672268
other,1620.0,3.0,2.0,3.0,98.0,94.82478785714288,6049.382716049383
Marathahalli,950.0,2.0,1.0,2.0,46.96,46.68929471394619,4943.1578947368425
other,5000.0,9.0,3.0,11.0,360.0,210.485,7200.0
other,2450.0,3.0,0.0,3.0,120.0,170.22300000000004,4897.959183673469
Electronic City Phase II,1220.0,2.0,1.0,3.0,35.23,36.77008333333334,2887.7049180327863
other,850.0,2.0,1.0,2.0,30.0,39.40829238881891,3529.4117647058824
other,1020.0,2.0,2.0,2.0,63.0,48.756255118347866,6176.470588235294
other,1100.0,2.0,2.0,2.0,50.0,52.632757641613324,4545.454545454545
other,1150.0,2.0,2.0,2.0,126.0,63.735623407525324,10956.521739130434
Hebbal,1760.0,2.0,2.0,3.0,130.0,96.00763333333333,7386.363636363636
other,1800.0,3.0,3.0,3.0,110.0,124.47298726269429,6111.111111111111
other,1070.0,2.0,1.0,2.0,54.0,50.144234804089955,5046.728971962617
other,1500.0,4.0,2.0,4.0,220.0,220.02366666666666,14666.666666666666
other,1440.0,2.0,0.0,2.0,95.0,111.56253015873015,6597.222222222223
other,900.0,2.0,1.0,2.0,40.0,52.37462243048155,4444.444444444444
other,1200.0,4.0,1.0,4.0,230.0,139.58382221004393,19166.666666666668
Whitefield,1130.0,2.0,1.0,2.0,42.16,38.806273333333316,3730.973451327434
other,1320.0,2.0,1.0,2.0,165.0,128.2258238095238,12500.0
other,1270.0,2.0,1.0,2.0,98.0,73.44410476190482,7716.535433070866
other,1200.0,2.0,1.0,2.0,62.0,66.6977315562278,5166.666666666667
other,4800.0,4.0,0.0,4.0,235.0,591.555,4895.833333333333
other,1200.0,2.0,1.0,2.0,74.0,66.6977315562278,6166.666666666667
other,929.0,2.0,0.0,2.0,50.17,50.70590833333336,5400.4305705059205
other,1150.0,4.0,2.0,4.0,260.0,236.48289091557461,22608.695652173912
other,1125.0,4.0,3.0,4.0,180.0,188.2043333333333,16000.0
other,500.0,3.0,2.0,5.0,65.0,78.95833333333334,13000.0
other,1200.0,5.0,2.0,5.0,190.0,107.41778571428577,15833.333333333334
other,1464.0,3.0,2.0,3.0,56.0,55.135829556580305,3825.136612021858
7th Phase JP Nagar,3600.0,4.0,3.0,4.0,400.0,300.8354285714286,11111.111111111111
other,2000.0,4.0,2.0,4.0,99.0,169.5225,4950.0
other,1208.0,2.0,1.0,2.0,49.0,57.551585,4056.291390728477
other,1130.0,2.0,2.0,2.0,60.0,52.51160225885224,5309.734513274337
other,1753.0,3.0,2.0,3.0,120.0,121.63897619047616,6845.407872219053
other,4500.0,7.0,3.0,5.0,337.0,309.13183333333336,7488.888888888889
other,600.0,3.0,2.0,3.0,58.0,80.33704528804529,9666.666666666666
other,1196.0,2.0,2.0,2.0,94.42,59.746557142857206,7894.648829431439
other,1150.0,3.0,3.0,2.0,52.5,70.82010079365078,4565.217391304348
Electronic City,1128.0,2.0,1.0,2.0,63.0,65.28074213213439,5585.106382978724
other,1000.0,2.0,1.0,2.0,53.0,47.18313045524569,5300.0
Yelahanka,1035.0,2.0,1.0,2.0,45.0,40.51688333333329,4347.826086956522
other,950.0,2.0,1.0,2.0,32.0,41.52252424523735,3368.4210526315787
other,1075.0,2.0,1.0,3.0,36.0,41.77439848548115,3348.8372093023254
Whitefield,1040.0,2.0,1.0,2.0,48.5,51.5031,4663.461538461538
other,720.0,2.0,1.0,2.0,45.0,72.7865,6250.0
other,1511.0,3.0,1.0,3.0,95.0,101.375,6287.22700198544
other,1300.0,3.0,1.0,3.0,58.0,105.37732976190475,4461.538461538462
other,1545.0,3.0,1.0,3.0,68.75,73.34227500000001,4449.838187702266
other,375.0,2.0,0.0,1.0,26.0,29.821000000000005,6933.333333333333
other,1062.0,2.0,3.0,2.0,38.0,38.58285,3578.154425612053
other,1115.0,2.0,1.0,2.0,40.0,56.74288749999999,3587.4439461883408
other,1000.0,2.0,1.0,2.0,35.0,47.18313045524569,3500.0
other,883.0,2.0,1.0,2.0,45.0,41.50764799341012,5096.262740656852
Sarjapur  Road,1195.0,2.0,1.0,2.0,70.0,65.92338333333333,5857.740585774059
other,1200.0,3.0,1.0,4.0,165.0,147.18392643467644,13750.0
other,700.0,1.0,0.0,1.0,41.0,68.65781523809524,5857.142857142857
other,1246.0,2.0,1.0,2.0,67.0,69.05721650729204,5377.2070626003215
other,660.0,4.0,2.0,4.0,90.0,87.74666666666668,13636.363636363636
other,8500.0,4.0,2.0,4.0,145.0,469.45,1705.8823529411766
other,1600.0,4.0,1.0,4.0,80.0,138.82,5000.0
Haralur Road,2805.0,5.0,3.0,4.0,154.0,164.795,5490.196078431372
other,1584.0,3.0,0.0,3.0,65.0,76.83877999999999,4103.535353535353
other,3000.0,5.0,1.0,4.0,275.0,260.77680952380945,9166.666666666666
other,1175.0,2.0,2.0,3.0,48.0,52.3310693616583,4085.1063829787236
other,1595.0,3.0,2.0,3.0,115.0,72.54935657894741,7210.031347962383
other,1353.0,2.0,2.0,2.0,110.0,104.78324404761902,8130.081300813008
Electronic City,1599.0,3.0,2.0,3.0,125.0,110.40053986928102,7817.385866166354
Whitefield,1150.0,2.0,1.0,2.0,70.0,63.8719331096681,6086.95652173913
other,5230.0,6.0,1.0,4.0,465.0,519.625,8891.013384321224
other,1155.0,2.0,2.0,2.0,42.74,43.365281327561334,3700.4329004329006
other,1200.0,2.0,0.0,1.0,85.0,82.48696064193861,7083.333333333333
Electronic City Phase II,1000.0,2.0,1.0,2.0,25.0,28.880000000000067,2500.0
Thanisandra,3000.0,4.0,0.0,4.0,120.0,169.33714285714285,4000.0
other,1867.0,3.0,1.0,3.0,160.0,148.23116666666664,8569.89823245849
other,1251.0,2.0,1.0,2.0,47.0,49.363491197691204,3756.994404476419
other,1028.0,2.0,1.0,2.0,45.5,44.275241825396826,4426.070038910506
other,1222.0,2.0,2.0,2.0,45.0,74.13729365079367,3682.4877250409168
Bannerghatta Road,1170.0,2.0,1.0,3.0,66.0,63.028600000000004,5641.025641025641
Hebbal,2400.0,4.0,1.0,3.0,245.0,240.72090476190476,10208.333333333334
other,1385.0,2.0,2.0,3.0,48.48,54.58744876984127,3500.361010830325
other,1372.0,2.0,1.0,2.0,68.0,66.70670000000001,4956.268221574344
other,1282.0,2.0,2.0,3.0,49.0,56.16356797619053,3822.1528861154447
other,5000.0,9.0,3.0,9.0,210.0,210.585,4200.0
other,3000.0,3.0,1.0,5.0,528.0,441.77,17600.0
Kanakpura Road,1135.0,2.0,1.0,2.0,39.73,48.93636499999995,3500.440528634361
Whitefield,1768.0,3.0,2.0,3.0,101.0,117.73719999999999,5712.669683257918
other,1325.0,2.0,1.0,3.0,90.0,45.676335714285734,6792.452830188679
Electronic City,1599.0,3.0,2.0,3.0,99.0,110.40053986928102,6191.369606003753
Whitefield,1500.0,3.0,1.0,3.0,61.95,115.53322336580081,4130.0
other,2610.0,3.0,0.0,3.0,499.0,423.18333333333334,19118.773946360154
Uttarahalli,1286.0,2.0,2.0,2.0,63.0,61.13437499999999,4898.9113530326595
other,2845.0,5.0,1.0,5.0,140.0,224.4575,4920.91388400703
other,1600.0,2.0,0.0,3.0,50.0,86.975,3125.0
Hennur Road,1317.5,2.0,0.0,2.0,63.77,71.02353333333343,4840.2277039848195
Hebbal,3450.0,5.0,2.0,3.0,260.0,263.0466666666667,7536.231884057971
other,1102.0,2.0,2.0,2.0,53.67,61.476055492063495,4870.235934664247
Yelahanka,1350.0,2.0,2.0,2.0,54.0,63.86221505161507,4000.0
other,1200.0,2.0,2.0,3.0,42.0,77.65968013946839,3500.0
other,1300.0,6.0,0.0,6.0,145.0,124.34633333333332,11153.846153846154
other,1800.0,1.0,1.0,2.0,80.0,128.04333333333332,4444.444444444444
other,950.0,2.0,1.0,2.0,40.0,41.52252424523735,4210.526315789473
Kanakpura Road,525.0,1.0,1.0,1.0,27.25,27.865932864101424,5190.476190476191
other,656.0,2.0,1.0,2.0,25.0,24.356174025974028,3810.9756097560976
Marathahalli,1780.0,4.0,3.0,4.0,175.0,168.01809999999998,9831.460674157302
other,1056.0,2.0,1.0,2.0,80.0,66.76624404761904,7575.757575757576
Bannerghatta Road,595.0,1.0,1.0,1.0,33.32,32.782732222222215,5600.0
other,1080.0,2.0,2.0,2.0,50.0,48.36810860102098,4629.62962962963
7th Phase JP Nagar,2225.0,3.0,1.0,3.0,160.0,157.3006,7191.011235955056
other,1126.0,2.0,1.0,2.0,28.15,52.782827056856895,2500.0
other,1490.0,3.0,1.0,3.0,84.0,89.91960833333333,5637.583892617449
other,2000.0,4.0,1.0,4.0,300.0,150.0113362193362,15000.0
Sarjapur  Road,1550.0,3.0,3.0,3.0,100.0,95.24135714285714,6451.612903225807
other,1160.0,2.0,1.0,2.0,55.0,52.10141449834914,4741.379310344828
Whitefield,4144.0,4.0,3.0,4.0,315.0,348.18,7601.351351351352
Sarjapur  Road,2100.0,3.0,2.0,3.0,125.0,133.6238095238095,5952.380952380952
other,1404.0,2.0,1.0,2.0,69.3,70.5888320707071,4935.897435897436
Sarjapur  Road,2230.0,4.0,3.0,4.0,225.0,208.55666666666664,10089.686098654709
other,1544.0,3.0,0.0,3.0,120.0,106.41041666666668,7772.020725388601
other,1305.0,2.0,1.0,3.0,58.7,56.233640692640726,4498.08429118774
Marathahalli,1230.0,2.0,2.0,2.0,80.0,71.255225,6504.065040650406
other,1200.0,2.0,0.0,2.0,65.0,75.83622885487857,5416.666666666667
other,1460.0,3.0,1.0,3.0,73.0,73.4618,5000.0
other,967.0,2.0,3.0,2.0,45.0,45.34594999999999,4653.567735263702
other,540.0,1.0,1.0,1.0,36.0,24.02532261904762,6666.666666666667
other,715.0,1.0,2.0,1.0,46.0,44.395,6433.566433566433
Whitefield,2500.0,3.0,2.0,3.0,313.0,275.38279365079364,12520.0
other,1578.0,3.0,1.0,3.0,180.0,74.55839999999993,11406.84410646388
other,1020.0,2.0,1.0,2.0,48.95,48.394371557788894,4799.019607843137
other,1020.0,2.0,1.0,2.0,40.0,48.394371557788894,3921.5686274509803
other,1253.0,2.0,1.0,2.0,102.0,75.8911071428571,8140.462889066241
other,1180.0,2.0,2.0,2.0,42.0,63.24652349976393,3559.322033898305
other,961.0,2.0,2.0,2.0,38.0,41.55553174603174,3954.2143600416234
other,1419.0,3.0,3.0,3.0,75.0,74.7464,5285.412262156448
other,1709.0,3.0,2.0,3.0,150.0,130.84940952380953,8777.062609713283
other,1600.0,2.0,0.0,2.0,115.0,120.01223095238096,7187.5
other,416.0,1.0,1.0,1.0,18.5,18.040154761904763,4447.115384615385
other,1100.0,2.0,2.0,2.0,98.0,52.632757641613324,8909.09090909091
other,1430.0,2.0,1.0,3.0,65.0,69.10083095238096,4545.454545454545
other,1260.0,2.0,2.0,2.0,45.0,72.60563153846155,3571.4285714285716
other,1630.0,3.0,2.0,3.0,85.0,116.13507539682536,5214.7239263803685
Sarjapur  Road,1249.0,3.0,2.0,3.0,44.71,58.65411568627453,3579.663730984788
other,1450.0,2.0,3.0,3.0,85.0,74.31177428571434,5862.068965517241
other,2791.0,3.0,1.0,3.0,223.0,277.06833333333327,7989.967753493372
other,600.0,1.0,0.0,1.0,90.0,46.10695662638446,15000.0
other,834.0,1.0,1.0,1.0,60.0,60.29123809523808,7194.244604316546
other,1125.0,4.0,1.0,3.0,70.0,199.3606666666667,6222.222222222223
other,2060.0,3.0,2.0,3.0,140.0,146.46523809523808,6796.116504854369
other,12000.0,7.0,3.0,7.0,2200.0,1891.55,18333.333333333332
other,891.0,2.0,1.0,2.0,25.0,26.364508333333323,2805.8361391694725
Raja Rajeshwari Nagar,1133.0,2.0,1.0,2.0,49.07,45.001812222222206,4330.979699911739
other,1075.0,2.0,1.0,3.0,37.0,41.77439848548115,3441.860465116279
other,3000.0,5.0,2.0,4.0,260.0,176.64714285714285,8666.666666666666
other,2440.0,5.0,2.0,4.0,425.0,345.9383333333333,17418.032786885247
other,1200.0,2.0,2.0,2.0,55.0,57.5871973877602,4583.333333333333
Thanisandra,1075.0,2.0,2.0,2.0,45.8,48.75206753246757,4260.46511627907
other,1140.0,2.0,2.0,2.0,40.0,48.15450264854517,3508.7719298245615
other,940.0,4.0,2.0,5.0,150.0,139.83966666666666,15957.446808510638
other,2160.0,5.0,1.0,6.0,250.0,218.2866666666667,11574.074074074075
Raja Rajeshwari Nagar,1090.0,2.0,1.0,2.0,42.0,49.18493214285714,3853.211009174312
other,1500.0,4.0,1.0,4.0,70.0,185.5719047619047,4666.666666666667
Whitefield,4104.0,4.0,2.0,4.0,360.0,411.81,8771.929824561403
Whitefield,1790.0,3.0,0.0,3.0,100.0,112.54255,5586.592178770949
Hebbal,1920.0,3.0,2.0,3.0,134.0,139.52085714285715,6979.166666666667
other,1374.0,2.0,2.0,2.0,95.0,86.60333333333332,6914.1193595342065
Bannerghatta Road,1445.0,3.0,2.0,3.0,95.0,60.43501666666667,6574.39446366782
other,711.0,1.0,1.0,1.0,36.0,37.38723333333334,5063.291139240507
other,1500.0,3.0,3.0,3.0,95.0,96.16807899877898,6333.333333333333
Whitefield,1720.0,3.0,3.0,3.0,100.0,99.30471976190476,5813.953488372093
other,1400.0,3.0,2.0,3.0,60.0,69.00095297461398,4285.714285714285
other,1030.0,2.0,2.0,2.0,49.0,56.66821825396824,4757.281553398058
other,1200.0,2.0,1.0,2.0,85.0,66.6977315562278,7083.333333333333
other,1375.0,3.0,2.0,3.0,70.0,72.12640476190477,5090.909090909091
other,1050.0,1.0,0.0,2.0,56.0,94.60602222222224,5333.333333333333
other,2250.0,3.0,2.0,3.0,160.0,169.13869047619045,7111.111111111111
other,1000.0,2.0,2.0,2.0,50.0,45.03574508455436,5000.0
other,469.0,1.0,0.0,1.0,25.0,24.119483333333342,5330.490405117271
Marathahalli,3800.0,4.0,3.0,4.0,250.0,228.91285714285715,6578.9473684210525
other,883.0,2.0,1.0,2.0,29.0,41.50764799341012,3284.2582106455266
other,1820.0,2.0,3.0,3.0,86.0,98.21,4725.274725274725
other,1440.0,2.0,3.0,3.0,65.0,66.00350000000002,4513.888888888889
other,3600.0,4.0,1.0,6.0,160.0,174.52208333333337,4444.444444444444
other,2500.0,5.0,2.0,4.0,325.0,310.3141666666667,13000.0
other,1225.0,2.0,2.0,2.0,48.0,58.188157754492906,3918.3673469387754
other,4000.0,3.0,1.0,3.0,660.0,472.87833333333333,16500.0
other,875.0,2.0,3.0,2.0,52.8,49.50740000000006,6034.285714285715
other,750.0,1.0,2.0,1.0,40.0,32.34744285714286,5333.333333333333
other,1180.0,2.0,3.0,2.0,80.0,61.495976190476185,6779.661016949152
Haralur Road,1194.0,2.0,2.0,2.0,47.0,46.57863746015468,3936.348408710218
Hennur Road,1500.0,2.0,2.0,3.0,62.0,67.14435449134199,4133.333333333333
other,1160.0,2.0,2.0,2.0,52.2,46.00748912044959,4500.0
other,2378.0,3.0,1.0,3.0,262.0,285.735,11017.661900756939
other,1128.0,2.0,1.0,2.0,60.0,61.01496474358974,5319.148936170212
Hebbal,1500.0,3.0,1.0,3.0,150.0,141.1012938228438,10000.0
other,1220.0,2.0,1.0,3.0,35.23,40.88211333333332,2887.7049180327863
Sarjapur  Road,1210.0,2.0,2.0,2.0,58.0,63.451499999999996,4793.388429752066
Kanakpura Road,1100.0,2.0,1.0,3.0,58.0,55.202204325396835,5272.727272727273
other,1200.0,3.0,2.0,3.0,46.0,134.81663742748796,3833.3333333333335
Haralur Road,3385.0,5.0,0.0,4.0,260.0,255.83,7680.945347119646
other,1641.0,3.0,2.0,3.0,66.0,117.82542460317458,4021.9378427787933
other,1200.0,2.0,1.0,2.0,45.0,66.6977315562278,3750.0
Raja Rajeshwari Nagar,1260.0,2.0,1.0,2.0,67.39,58.75304892135645,5348.412698412699
other,1720.0,3.0,3.0,3.0,78.0,123.27242142857142,4534.883720930233
Yelahanka,1132.5,2.0,0.0,2.0,48.13,53.24461666666674,4249.889624724062
Yelahanka,1210.0,2.0,1.0,2.0,45.98,53.90345931339382,3800.0
other,2200.0,4.0,2.0,4.0,200.0,157.31321428571428,9090.90909090909
other,1075.0,2.0,1.0,3.0,45.0,41.77439848548115,4186.046511627907
Thanisandra,1702.0,3.0,2.0,3.0,130.0,114.44283333333331,7638.07285546416
other,1630.0,2.0,2.0,2.0,200.0,168.03079999999997,12269.938650306749
Raja Rajeshwari Nagar,1141.0,2.0,2.0,2.0,38.55,39.206169534632075,3378.6152497808935
other,2072.0,3.0,2.0,3.0,108.0,114.36,5212.355212355213
other,1200.0,2.0,0.0,3.0,70.0,78.87850131915609,5833.333333333333
other,1350.0,3.0,0.0,3.0,77.0,105.91655415140418,5703.7037037037035
other,4046.0,4.0,0.0,4.0,445.0,445.48,10998.517053880376
other,1180.0,2.0,2.0,3.0,78.34,66.32273809523815,6638.983050847458
other,1355.0,2.0,2.0,2.0,115.0,100.62383333333331,8487.084870848708
other,600.0,1.0,0.0,1.0,50.0,46.10695662638446,8333.333333333334
other,1200.0,7.0,0.0,7.0,150.0,159.23333333333335,12500.0
Bannerghatta Road,1640.0,2.0,1.0,3.0,120.0,105.01240000000001,7317.073170731707
other,1200.0,5.0,0.0,5.0,100.0,187.03911840610354,8333.333333333334
other,1190.0,2.0,2.0,3.0,57.0,42.415270952380936,4789.915966386555
other,2400.0,4.0,2.0,4.0,375.0,353.3684286546787,15625.0
Marathahalli,1019.0,2.0,2.0,2.0,49.85,49.50371759740259,4892.051030421982
other,1875.0,3.0,2.0,3.0,165.0,157.61800000000002,8800.0
other,1250.0,3.0,2.0,3.0,40.0,49.47788833944218,3200.0
other,1200.0,3.0,2.0,3.0,140.0,134.81663742748796,11666.666666666666
Whitefield,1140.0,2.0,1.0,2.0,56.0,55.918951428571425,4912.2807017543855
other,1683.0,3.0,1.0,3.0,109.0,124.12749999999998,6476.5300059417705
other,1515.0,3.0,0.0,3.0,83.3,90.03233333333336,5498.349834983498
other,2118.0,4.0,2.0,4.0,111.0,111.52625,5240.793201133144
Bannerghatta Road,1380.0,3.0,0.0,4.0,58.0,141.54181666666662,4202.898550724638
other,1083.0,2.0,2.0,2.0,61.75,47.42689444444444,5701.754385964912
other,600.0,2.0,1.0,2.0,55.0,61.49359072871574,9166.666666666666
other,2300.0,3.0,3.0,3.0,120.0,263.62807142857145,5217.391304347826
other,1240.0,2.0,2.0,2.0,60.0,50.217116300366285,4838.709677419355
other,1750.0,3.0,1.0,3.0,120.0,123.78692857142862,6857.142857142857
other,1230.0,2.0,0.0,2.0,43.48,66.12253253968254,3534.959349593496
