location,total_sqft,bath,balcony,bhk,price
other,540.0,1.0,1.0,1.0,36.0
other,715.0,1.0,2.0,1.0,46.0
Whitefield,2500.0,3.0,2.0,3.0,313.0
other,1578.0,3.0,1.0,3.0,180.0
other,1020.0,2.0,1.0,2.0,48.95
other,1020.0,2.0,1.0,2.0,40.0
other,1253.0,2.0,1.0,2.0,102.0
other,1180.0,2.0,2.0,2.0,42.0
other,961.0,2.0,2.0,2.0,38.0
other,1419.0,3.0,3.0,3.0,75.0
other,1709.0,3.0,2.0,3.0,150.0
other,1600.0,2.0,0.0,2.0,115.0
other,416.0,1.0,1.0,1.0,18.5
other,1100.0,2.0,2.0,2.0,98.0
other,1430.0,2.0,1.0,3.0,65.0
other,1260.0,2.0,2.0,2.0,45.0
other,1630.0,3.0,2.0,3.0,85.0
Sarjapur  Road,1249.0,3.0,2.0,3.0,44.71
other,1450.0,2.0,3.0,3.0,85.0
other,2791.0,3.0,1.0,3.0,223.0
other,600.0,1.0,0.0,1.0,90.0
other,834.0,1.0,1.0,1.0,60.0
other,1125.0,4.0,1.0,3.0,70.0
other,2060.0,3.0,2.0,3.0,140.0
other,12000.0,7.0,3.0,7.0,2200.0
other,891.0,2.0,1.0,2.0,25.0
Raja Rajeshwari Nagar,1133.0,2.0,1.0,2.0,49.07
other,1075.0,2.0,1.0,3.0,37.0
other,3000.0,5.0,2.0,4.0,260.0
other,2440.0,5.0,2.0,4.0,425.0
other,1200.0,2.0,2.0,2.0,55.0
Thanisandra,1075.0,2.0,2.0,2.0,45.8
other,1140.0,2.0,2.0,2.0,40.0
other,940.0,4.0,2.0,5.0,150.0
other,2160.0,5.0,1.0,6.0,250.0
Raja Rajeshwari Nagar,1090.0,2.0,1.0,2.0,42.0
other,1500.0,4.0,1.0,4.0,70.0
Whitefield,4104.0,4.0,2.0,4.0,360.0
Whitefield,1790.0,3.0,0.0,3.0,100.0
Hebbal,1920.0,3.0,2.0,3.0,134.0
other,1374.0,2.0,2.0,2.0,95.0
Bannerghatta Road,1445.0,3.0,2.0,3.0,95.0
other,711.0,1.0,1.0,1.0,36.0
other,1500.0,3.0,3.0,3.0,95.0
Whitefield,1720.0,3.0,3.0,3.0,100.0
other,1400.0,3.0,2.0,3.0,60.0
other,1030.0,2.0,2.0,2.0,49.0
other,1200.0,2.0,1.0,2.0,85.0
other,1375.0,3.0,2.0,3.0,70.0
other,1050.0,1.0,0.0,2.0,56.0
other,2250.0,3.0,2.0,3.0,160.0
other,1000.0,2.0,2.0,2.0,50.0
other,469.0,1.0,0.0,1.0,25.0
Marathahalli,3800.0,4.0,3.0,4.0,250.0
other,883.0,2.0,1.0,2.0,29.0
other,1820.0,2.0,3.0,3.0,86.0
other,1440.0,2.0,3.0,3.0,65.0
other,3600.0,4.0,1.0,6.0,160.0
other,2500.0,5.0,2.0,4.0,325.0
other,1225.0,2.0,2.0,2.0,48.0
other,4000.0,3.0,1.0,3.0,660.0
other,875.0,2.0,3.0,2.0,52.8
other,750.0,1.0,2.0,1.0,40.0
other,1180.0,2.0,3.0,2.0,80.0
Haralur Road,1194.0,2.0,2.0,2.0,47.0
Hennur Road,1500.0,2.0,2.0,3.0,62.0
other,1160.0,2.0,2.0,2.0,52.2
other,2378.0,3.0,1.0,3.0,262.0
other,1128.0,2.0,1.0,2.0,60.0
Hebbal,1500.0,3.0,1.0,3.0,150.0
other,1220.0,2.0,1.0,3.0,35.23
Sarjapur  Road,1210.0,2.0,2.0,2.0,58.0
Kanakpura Road,1100.0,2.0,1.0,3.0,58.0
other,1200.0,3.0,2.0,3.0,46.0
Haralur Road,3385.0,5.0,0.0,4.0,260.0
other,1641.0,3.0,2.0,3.0,66.0
other,1200.0,2.0,1.0,2.0,45.0
Raja Rajeshwari Nagar,1260.0,2.0,1.0,2.0,67.39
other,1720.0,3.0,3.0,3.0,78.0
Yelahanka,1132.5,2.0,0.0,2.0,48.13
Yelahanka,1210.0,2.0,1.0,2.0,45.98
other,2200.0,4.0,2.0,4.0,200.0
other,1075.0,2.0,1.0,3.0,45.0
Thanisandra,1702.0,3.0,2.0,3.0,130.0
other,1630.0,2.0,2.0,2.0,200.0
Raja Rajeshwari Nagar,1141.0,2.0,2.0,2.0,38.55
other,2072.0,3.0,2.0,3.0,108.0
other,1200.0,2.0,0.0,3.0,70.0
other,1350.0,3.0,0.0,3.0,77.0
other,4046.0,4.0,0.0,4.0,445.0
other,1180.0,2.0,2.0,3.0,78.34
other,1355.0,2.0,2.0,2.0,115.0
other,600.0,1.0,0.0,1.0,50.0
other,1200.0,7.0,0.0,7.0,150.0
Bannerghatta Road,1640.0,2.0,1.0,3.0,120.0
other,1200.0,5.0,0.0,5.0,100.0
other,1190.0,2.0,2.0,3.0,57.0
other,2400.0,4.0,2.0,4.0,375.0
Marathahalli,1019.0,2.0,2.0,2.0,49.85
other,1875.0,3.0,2.0,3.0,165.0
other,1250.0,3.0,2.0,3.0,40.0
other,1200.0,3.0,2.0,3.0,140.0
Whitefield,1140.0,2.0,1.0,2.0,56.0
other,1683.0,3.0,1.0,3.0,109.0
other,1515.0,3.0,0.0,3.0,83.3
other,2118.0,4.0,2.0,4.0,111.0
Bannerghatta Road,1380.0,3.0,0.0,4.0,58.0
other,1083.0,2.0,2.0,2.0,61.75
other,600.0,2.0,1.0,2.0,55.0
other,2300.0,3.0,3.0,3.0,120.0
other,1240.0,2.0,2.0,2.0,60.0
other,1750.0,3.0,1.0,3.0,120.0
other,1230.0,2.0,0.0,2.0,43.48
other,1500.0,3.0,1.0,3.0,139.0
other,985.0,2.0,1.0,2.0,40.39
other,1500.0,2.0,1.0,3.0,87.0
Electronic City,1125.0,2.0,1.0,2.0,32.49
other,950.0,2.0,1.0,2.0,44.0
other,1580.0,3.0,3.0,3.0,76.0
other,1092.0,2.0,1.0,3.0,98.5
Electronic City Phase II,1090.0,2.0,1.0,2.0,28.34
Hennur Road,2264.0,3.0,1.0,3.0,159.0
other,1033.0,2.0,2.0,3.0,25.53
other,810.0,2.0,2.0,2.0,24.5
other,1045.0,2.0,0.0,2.0,45.0
Hebbal,1337.0,2.0,1.0,2.0,82.0
other,1200.0,2.0,2.0,2.0,32.0
other,1580.0,3.0,2.0,3.0,160.0
other,1500.0,2.0,3.0,3.0,54.0
Whitefield,1640.0,4.0,2.0,3.0,91.0
other,1570.0,3.0,2.0,3.0,62.0
other,1470.0,2.0,2.0,3.0,82.0
other,1160.0,2.0,2.0,2.0,40.61
7th Phase JP Nagar,1050.0,2.0,1.0,2.0,71.0
other,1855.0,3.0,1.0,3.0,225.0
Bannerghatta Road,1460.0,2.0,1.0,3.0,90.0
other,1823.0,3.0,2.0,3.0,100.0
Electronic City,1094.0,2.0,2.0,2.0,42.0
other,1153.0,2.0,2.0,2.0,57.0
other,1325.0,3.0,1.0,3.0,57.0
other,1200.0,3.0,2.0,4.0,85.0
other,1590.0,2.0,2.0,3.0,125.0
other,1210.0,4.0,2.0,5.0,160.0
Raja Rajeshwari Nagar,1200.0,4.0,0.0,4.0,220.0
other,1202.0,2.0,1.0,2.0,48.0
Haralur Road,1202.0,2.0,1.0,2.0,53.0
other,1200.0,2.0,3.0,2.0,62.5
other,1688.0,3.0,1.0,3.0,118.0
other,1020.0,2.0,1.0,2.0,52.0
other,1185.0,2.0,2.0,2.0,47.0
other,1235.0,2.0,1.0,2.0,52.04
other,3205.0,5.0,1.0,4.0,500.0
other,1077.0,2.0,2.0,2.0,37.64
other,1415.0,2.0,3.0,3.0,66.0
other,2330.0,3.0,2.0,3.0,162.0
Whitefield,805.0,2.0,2.0,2.0,35.0
other,425.0,1.0,0.0,1.0,20.03
Whitefield,1155.0,2.0,3.0,2.0,59.95
other,5270.0,4.0,3.0,4.0,1250.0
other,656.0,2.0,1.0,2.0,22.0
other,1100.0,2.0,0.0,2.0,48.0
other,1150.0,2.0,3.0,2.0,52.0
other,600.0,1.0,1.0,1.0,60.0
other,1468.0,2.0,1.0,2.0,140.0
other,4300.0,5.0,2.0,4.0,550.0
Whitefield,2280.0,4.0,2.0,3.0,126.0
other,1341.0,2.0,1.0,2.0,97.0
other,1279.0,2.0,1.0,2.0,77.0
Electronic City Phase II,2225.0,4.0,0.0,4.0,98.88
Thanisandra,1185.0,2.0,2.0,2.0,43.51
other,1750.0,3.0,2.0,3.0,85.0
other,1152.0,2.0,1.0,2.0,53.5
other,1000.0,4.0,1.0,5.0,160.0
other,1300.0,2.0,3.0,2.0,36.0
other,2760.0,4.0,2.0,4.0,155.0
other,1070.0,2.0,2.0,2.0,39.0
Uttarahalli,1101.0,2.0,0.0,2.0,45.0
other,775.0,2.0,1.0,2.0,55.0
other,667.0,1.0,1.0,1.0,36.85
Electronic City,1070.0,2.0,1.0,2.0,55.0
other,1875.0,2.0,2.0,3.0,110.0
other,735.0,2.0,1.0,2.0,57.99
other,4360.0,4.0,1.0,5.0,90.0
other,1750.0,3.0,2.0,3.0,130.0
Marathahalli,1215.0,2.0,1.0,2.0,67.0
other,820.0,2.0,1.0,2.0,30.0
other,1177.5,2.0,0.0,2.0,59.935
other,1779.0,3.0,2.0,3.0,89.61
other,1105.0,2.0,2.0,2.0,58.0
Whitefield,1650.0,3.0,2.0,3.0,60.0
other,1694.0,2.0,2.0,2.0,150.0
other,2376.0,3.0,1.0,3.0,203.0
other,1975.0,3.0,3.0,3.0,150.0
other,674.0,2.0,1.0,2.0,33.0
other,1185.0,2.0,1.0,2.0,41.0
other,445.0,1.0,0.0,1.0,28.0
other,900.0,7.0,0.0,6.0,76.0
other,1475.0,3.0,2.0,3.0,75.0
other,1618.0,3.0,3.0,3.0,82.5
other,1120.0,2.0,0.0,2.0,65.0
Marathahalli,2181.0,3.0,2.0,4.0,152.0
other,1200.0,4.0,0.0,4.0,90.0
other,600.0,4.0,3.0,6.0,65.0
Bannerghatta Road,1556.0,2.0,1.0,3.0,59.13
Bannerghatta Road,1179.0,2.0,1.0,2.0,66.02
Thanisandra,1296.0,2.0,2.0,2.0,83.0
other,1275.0,2.0,2.0,2.0,52.0
other,1875.0,2.0,2.0,7.0,300.0
other,1400.0,2.0,2.0,3.0,77.0
other,1222.0,2.0,1.0,2.0,63.0
Electronic City,940.0,2.0,1.0,2.0,41.0
Thanisandra,1185.0,2.0,2.0,2.0,42.6
other,1779.0,3.0,2.0,3.0,112.0
other,1615.0,3.0,2.0,3.0,59.76
Haralur Road,1056.0,2.0,1.0,2.0,61.0
7th Phase JP Nagar,1100.0,2.0,0.0,2.0,46.0
other,920.0,2.0,1.0,2.0,40.0
other,1602.0,2.0,0.0,3.0,75.0
other,1176.0,2.0,0.0,2.0,62.0
other,675.0,3.0,1.0,4.0,59.0
other,1352.0,3.0,0.0,3.0,135.0
other,1717.0,3.0,3.0,3.0,99.0
other,2119.0,4.0,3.0,4.0,111.0
other,1246.0,2.0,1.0,2.0,67.3
other,1141.0,2.0,1.0,2.0,42.79
Hennur Road,1157.0,2.0,1.0,2.0,84.0
other,1025.0,2.0,2.0,2.0,27.68
other,650.0,1.0,2.0,1.0,33.0
Hebbal,1349.0,2.0,1.0,2.0,98.0
other,1566.0,3.0,1.0,3.0,83.3
other,2830.0,3.0,3.0,4.0,195.0
Electronic City,1320.0,2.0,1.0,3.0,38.13
other,1780.0,3.0,1.0,3.0,84.83
other,1091.0,2.0,1.0,2.0,34.9
other,3670.0,4.0,3.0,4.0,300.0
7th Phase JP Nagar,918.0,2.0,1.0,2.0,50.49
other,1950.0,4.0,0.0,4.0,130.0
other,1695.0,3.0,1.0,3.0,90.0
Yelahanka,1705.0,3.0,2.0,3.0,95.0
other,1375.0,3.0,2.0,3.0,75.0
Kanakpura Road,525.0,1.0,1.0,1.0,30.0
Whitefield,1447.0,2.0,1.0,2.0,83.0
Thanisandra,1114.0,2.0,1.0,2.0,39.0
7th Phase JP Nagar,1450.0,2.0,1.0,3.0,100.0
other,460.0,1.0,0.0,2.0,15.0
other,1022.0,2.0,2.0,2.0,40.0
Hebbal,1000.0,2.0,2.0,2.0,45.0
Electronic City,1128.0,2.0,1.0,2.0,68.75
Kanakpura Road,1180.0,2.0,2.0,2.0,57.0
other,1000.0,6.0,1.0,6.0,69.0
other,1200.0,2.0,1.0,2.0,150.0
other,3761.0,3.0,2.0,3.0,660.0
Kanakpura Road,1339.0,2.0,3.0,2.0,75.0
other,1400.0,2.0,3.0,3.0,55.0
7th Phase JP Nagar,1040.0,2.0,1.0,2.0,39.52
other,1198.0,2.0,2.0,2.0,58.0
other,1200.0,3.0,0.0,4.0,95.0
Sarjapur  Road,1691.0,3.0,2.0,3.0,113.0
other,1075.0,3.0,2.0,3.0,36.0
other,1630.0,3.0,2.0,3.0,194.0
other,1240.0,3.0,2.0,3.0,43.5
Bannerghatta Road,1122.5,2.0,0.0,2.0,58.935
other,1665.0,3.0,2.0,3.0,86.58
Marathahalli,2489.0,3.0,0.0,3.0,94.0
other,1142.0,2.0,2.0,2.0,70.0
other,1976.0,3.0,1.0,3.0,184.0
other,5500.0,4.0,0.0,4.0,600.0
other,1853.0,3.0,2.0,3.0,82.0
other,600.0,4.0,1.0,8.0,72.0
other,1567.0,2.0,2.0,2.0,92.0
other,1090.0,2.0,1.0,2.0,27.24
Raja Rajeshwari Nagar,1200.0,4.0,2.0,6.0,125.0
other,1175.0,2.0,2.0,2.0,51.47
other,1200.0,2.0,2.0,2.0,52.0
other,995.0,2.0,1.0,2.0,41.0
other,884.0,2.0,1.0,2.0,41.1
other,900.0,3.0,2.0,5.0,80.0
other,1170.0,2.0,2.0,2.0,57.0
other,1225.0,2.0,1.0,2.0,46.55
Electronic City,1342.0,2.0,1.0,2.0,73.3
Uttarahalli,1345.0,2.0,1.0,2.0,67.0
other,1320.0,3.0,0.0,3.0,65.0
Raja Rajeshwari Nagar,1140.0,2.0,1.0,2.0,49.39
other,1300.0,2.0,1.0,2.0,50.0
other,1652.0,3.0,2.0,3.0,85.0
other,2072.0,4.0,2.0,3.0,142.0
other,1740.0,2.0,0.0,3.0,95.0
Electronic City,1360.0,2.0,1.0,3.0,71.0
other,1145.0,2.0,2.0,3.0,60.0
Uttarahalli,1540.0,2.0,0.0,3.0,40.0
Sarjapur  Road,1278.0,2.0,2.0,2.0,95.0
Electronic City Phase II,630.0,1.0,1.0,1.0,40.0
Kanakpura Road,1100.0,3.0,2.0,3.0,58.0
other,1200.0,3.0,0.0,3.0,95.0
other,2500.0,6.0,2.0,7.0,115.0
other,582.5,1.0,0.0,1.0,15.135
other,1015.0,2.0,2.0,2.0,25.88
other,3300.0,5.0,2.0,5.0,240.0
other,4500.0,5.0,1.0,5.0,415.0
other,1356.0,2.0,3.0,3.0,66.0
other,823.0,2.0,1.0,2.0,28.0
other,1200.0,2.0,0.0,3.0,66.0
other,1050.0,2.0,0.0,2.0,37.0
other,1180.0,2.0,1.0,2.0,69.0
Whitefield,1116.0,2.0,3.0,2.0,51.91
7th Phase JP Nagar,1070.0,2.0,1.0,2.0,42.79
other,1385.0,2.0,3.0,2.0,80.0
other,1000.0,1.0,1.0,1.0,70.0
Whitefield,1897.0,3.0,2.0,3.0,130.0
other,1005.0,2.0,1.0,2.0,55.78
other,1575.0,3.0,2.0,3.0,125.0
other,975.0,2.0,1.0,2.0,65.0
Hennur Road,1904.0,3.0,2.0,3.0,120.0
other,930.0,1.0,1.0,1.0,30.0
Kanakpura Road,525.0,1.0,1.0,1.0,26.0
other,686.0,1.0,1.0,1.0,17.0
Electronic City Phase II,2400.0,3.0,1.0,2.0,150.0
other,1410.0,1.0,0.0,2.0,233.0
Sarjapur  Road,2238.0,3.0,1.0,3.0,140.0
other,1174.0,2.0,1.0,2.0,69.0
other,3800.0,4.0,3.0,4.0,239.0
Whitefield,2225.0,2.0,1.0,3.0,125.0
other,1250.0,2.0,0.0,2.0,200.0
other,918.0,2.0,2.0,2.0,52.0
other,1250.0,2.0,3.0,2.0,52.0
Sarjapur  Road,1800.0,3.0,0.0,3.0,110.0
Marathahalli,1170.0,2.0,3.0,2.0,53.0
other,1300.0,1.0,0.0,1.0,200.0
Bannerghatta Road,793.0,2.0,1.0,2.0,45.0
other,1710.0,3.0,2.0,3.0,107.0
other,1082.0,2.0,1.0,3.0,57.5
other,1001.0,2.0,2.0,2.0,33.03
other,1500.0,4.0,0.0,4.0,180.0
Yelahanka,1590.0,2.0,1.0,3.0,54.0
other,2400.0,2.0,0.0,3.0,80.0
other,1554.0,3.0,2.0,3.0,55.0
Thanisandra,1142.5,2.0,0.0,2.0,43.415
other,4239.0,5.0,2.0,5.0,423.0
other,884.0,1.0,0.0,2.0,58.0
other,1045.0,2.0,1.0,2.0,98.89
Marathahalli,1019.0,2.0,2.0,2.0,49.86
other,1935.0,4.0,2.0,3.0,130.0
Uttarahalli,1135.0,2.0,2.0,3.0,39.73
other,1680.0,3.0,2.0,3.0,150.0
Hebbal,2470.0,5.0,2.0,4.0,247.0
other,2825.0,4.0,3.0,4.0,250.0
other,2480.0,3.0,1.0,3.0,330.0
other,1260.0,11.0,0.0,9.0,290.0
other,1800.0,4.0,3.0,5.0,187.0
other,1799.0,3.0,3.0,3.0,90.0
other,400.0,1.0,1.0,1.0,11.0
other,1047.0,2.0,1.0,2.0,82.0
other,1282.0,2.0,2.0,2.0,87.0
other,1020.0,2.0,1.0,2.0,45.9
other,1080.0,3.0,1.0,4.0,155.0
Whitefield,1495.0,2.0,1.0,2.0,79.5
other,3260.0,4.0,1.0,4.0,240.0
other,1611.0,2.0,2.0,3.0,64.44
other,3500.0,5.0,2.0,4.0,425.0
other,1500.0,2.0,2.0,3.0,95.0
other,1500.0,2.0,2.0,3.0,95.0
Yelahanka,3206.0,5.0,0.0,4.0,270.0
Uttarahalli,1540.0,3.0,0.0,3.0,50.0
other,1639.0,3.0,1.0,3.0,80.0
Marathahalli,700.0,4.0,0.0,4.0,72.0
Raja Rajeshwari Nagar,1303.0,2.0,2.0,2.0,55.79
other,1005.0,1.0,1.0,2.0,110.0
other,657.5,1.0,0.0,1.0,18.41
other,1305.0,3.0,1.0,3.0,33.28
other,600.0,4.0,0.0,3.0,95.0
other,1300.0,1.0,1.0,2.0,115.0
other,1440.0,2.0,3.0,3.0,68.0
other,901.0,2.0,1.0,2.0,35.14
other,1725.0,3.0,3.0,3.0,200.0
other,900.0,2.0,1.0,3.0,42.0
other,1060.0,2.0,1.0,2.0,55.0
other,1020.0,2.0,1.0,2.0,48.45
other,1535.0,3.0,2.0,3.0,65.99
other,530.0,1.0,1.0,1.0,20.0
Haralur Road,1464.0,3.0,2.0,3.0,56.0
other,1350.0,2.0,3.0,2.0,80.0
Sarjapur  Road,1115.0,2.0,2.0,2.0,50.0
Uttarahalli,1175.0,2.0,2.0,2.0,47.0
Whitefield,1113.0,2.0,1.0,2.0,62.0
Uttarahalli,1200.0,4.0,2.0,6.0,225.0
other,1640.0,4.0,3.0,5.0,240.0
other,650.0,2.0,0.0,2.0,42.0
Marathahalli,1325.0,2.0,2.0,2.0,71.55
other,950.0,2.0,3.0,2.0,31.0
other,1396.0,2.0,1.0,3.0,86.51
other,1050.0,2.0,2.0,2.0,52.07
Thanisandra,1825.0,3.0,2.0,3.0,100.0
7th Phase JP Nagar,1190.0,2.0,1.0,2.0,49.98
Marathahalli,1220.0,2.0,1.0,2.0,56.5
other,1565.0,2.0,2.0,3.0,75.0
Hennur Road,1891.0,3.0,1.0,3.0,109.0
other,900.0,2.0,0.0,2.0,27.0
other,1161.0,2.0,1.0,2.0,55.15
other,649.5,1.0,0.0,1.0,17.535
other,2400.0,6.0,3.0,8.0,125.0
other,665.0,1.0,1.0,1.0,36.85
other,1175.0,2.0,1.0,2.0,73.5
other,1425.0,2.0,2.0,2.0,80.0
other,1200.0,1.0,0.0,1.0,20.0
other,1200.0,3.0,1.0,3.0,56.12
other,1255.0,2.0,2.0,2.0,67.0
other,2112.95,4.0,2.0,3.0,145.0
Raja Rajeshwari Nagar,600.0,1.0,1.0,1.0,22.0
Haralur Road,1810.0,3.0,2.0,3.0,100.0
other,1200.0,2.0,2.0,2.0,93.0
other,1033.0,2.0,2.0,2.0,49.0
other,1548.0,3.0,2.0,3.0,89.5
other,1611.0,3.0,3.0,3.0,66.0
Electronic City Phase II,1400.0,2.0,1.0,3.0,40.43
other,1485.0,2.0,2.0,3.0,67.0
other,2400.0,2.0,1.0,2.0,82.0
other,1025.0,2.0,1.0,2.0,44.5
other,600.0,3.0,2.0,4.0,65.0
other,1225.0,2.0,0.0,2.0,53.0
other,1256.0,2.0,1.0,2.0,62.8
Whitefield,2268.0,3.0,2.0,4.0,163.0
Kanakpura Road,1100.0,3.0,2.0,3.0,53.0
other,1141.0,2.0,0.0,2.0,62.0
other,400.0,1.0,1.0,1.0,12.0
other,1400.0,2.0,0.0,2.0,60.0
other,4100.0,7.0,0.0,7.0,140.0
other,1175.0,2.0,2.0,2.0,48.27
other,1100.0,2.0,1.0,2.0,56.0
Kanakpura Road,1843.0,3.0,2.0,3.0,95.84
other,1200.0,7.0,2.0,8.0,240.0
other,1460.0,2.0,1.0,2.0,80.5
other,1530.0,2.0,2.0,3.0,74.5
other,1467.0,2.0,1.0,2.0,55.0
other,950.0,1.0,1.0,1.0,40.0
other,1246.0,2.0,1.0,2.0,64.5
other,711.0,1.0,1.0,1.0,38.0
Haralur Road,1194.0,2.0,2.0,2.0,46.0
other,1358.0,2.0,1.0,3.0,43.4
other,1500.0,5.0,1.0,6.0,130.0
other,1420.0,2.0,2.0,2.0,75.0
other,1250.0,2.0,1.0,3.0,68.75
other,1280.0,2.0,0.0,2.0,58.0
other,1209.0,2.0,1.0,2.0,50.0
other,4200.0,5.0,2.0,5.0,225.0
other,1215.0,4.0,3.0,4.0,205.0
other,1315.0,2.0,1.0,3.0,54.8
other,1800.0,3.0,3.0,3.0,90.0
other,1600.0,4.0,0.0,5.0,125.0
other,1600.0,2.0,2.0,3.0,65.0
other,3968.0,5.0,2.0,6.0,900.0
other,1563.0,3.0,2.0,3.0,52.0
Whitefield,1560.0,2.0,2.0,3.0,72.0
other,2169.0,4.0,0.0,3.0,115.0
other,900.0,10.0,0.0,9.0,170.0
other,1050.0,2.0,2.0,2.0,55.5
other,3235.0,3.0,1.0,3.0,235.0
other,1200.0,3.0,0.0,3.0,66.0
other,1140.0,2.0,2.0,2.0,46.0
7th Phase JP Nagar,1500.0,3.0,1.0,3.0,170.0
other,1560.0,3.0,2.0,3.0,75.0
other,1100.0,2.0,2.0,2.0,70.0
other,1260.0,2.0,3.0,3.0,40.32
Hebbal,1036.0,2.0,1.0,2.0,50.0
other,1662.0,3.0,3.0,3.0,85.1
other,1464.0,2.0,3.0,3.0,105.0
Yelahanka,1234.0,2.0,2.0,2.0,80.0
Sarjapur  Road,1403.0,3.0,1.0,3.0,55.0
other,915.0,4.0,1.0,4.0,54.9
other,3000.0,8.0,3.0,6.0,451.0
other,1150.0,2.0,2.0,3.0,42.9
Hebbal,3900.0,4.0,2.0,4.0,410.0
other,850.0,4.0,2.0,5.0,90.0
other,929.0,2.0,1.0,2.0,46.0
other,2400.0,8.0,3.0,6.0,450.0
other,1350.0,2.0,1.0,3.0,75.0
other,1135.0,2.0,1.0,2.0,39.73
other,1405.0,2.0,2.0,2.0,70.0
Whitefield,1200.0,2.0,1.0,2.0,45.84
Haralur Road,2805.0,4.0,3.0,4.0,154.0
other,1161.0,2.0,2.0,2.0,64.08
Kanakpura Road,1290.0,2.0,3.0,2.0,74.0
other,2557.0,3.0,2.0,3.0,141.0
other,1480.0,3.0,2.0,3.0,90.0
other,3300.0,14.0,0.0,9.0,500.0
other,1350.0,3.0,0.0,3.0,54.54
other,1580.0,2.0,2.0,3.0,65.0
other,1470.0,2.0,1.0,3.0,88.64
other,500.0,1.0,1.0,1.0,14.0
Sarjapur  Road,1346.0,2.0,1.0,2.0,61.92
other,1600.0,3.0,3.0,3.0,90.0
other,720.0,2.0,1.0,2.0,120.0
other,1200.0,4.0,0.0,4.0,135.0
other,1200.0,2.0,2.0,2.0,35.0
other,1340.0,2.0,2.0,3.0,48.33
other,6136.0,4.0,0.0,4.0,560.0
other,918.0,2.0,2.0,2.0,48.0
other,1500.0,3.0,2.0,3.0,115.0
Yelahanka,1315.0,2.0,2.0,2.0,85.0
Uttarahalli,1390.0,2.0,2.0,3.0,62.55
Uttarahalli,1330.0,2.0,1.0,3.0,56.0
other,3100.0,4.0,0.0,5.0,265.0
other,1824.0,3.0,3.0,3.0,125.0
7th Phase JP Nagar,1420.0,2.0,2.0,3.0,96.0
other,750.0,1.0,0.0,1.0,56.25
other,1260.0,2.0,1.0,3.0,60.0
Hennur Road,1561.0,3.0,2.0,3.0,95.0
other,812.0,6.0,3.0,9.0,165.0
other,1060.0,2.0,2.0,2.0,42.0
other,1120.0,8.0,3.0,8.0,145.0
Haralur Road,1225.0,2.0,1.0,2.0,67.38
Thanisandra,2144.0,3.0,2.0,3.0,135.0
other,1200.0,6.0,2.0,7.0,140.0
Electronic City,880.0,2.0,2.0,2.0,29.0
other,1639.0,3.0,2.0,3.0,110.0
Thanisandra,1240.0,2.0,1.0,3.0,62.0
Kanakpura Road,1500.0,2.0,2.0,2.0,69.0
Haralur Road,1243.0,2.0,1.0,2.0,46.0
Marathahalli,1575.0,3.0,0.0,3.0,78.0
Haralur Road,1027.0,2.0,2.0,2.0,44.0
other,1082.0,2.0,1.0,3.0,56.0
other,1637.0,3.0,3.0,3.0,73.0
Kanakpura Road,1665.0,3.0,2.0,3.0,86.58
Electronic City,1265.0,2.0,0.0,2.0,56.93
Electronic City,1691.0,2.0,2.0,3.0,102.0
Thanisandra,1100.0,2.0,1.0,2.0,38.0
other,1500.0,3.0,2.0,3.0,62.0
other,3205.0,5.0,1.0,4.0,380.0
other,1666.0,4.0,1.0,5.0,150.0
other,1115.0,2.0,2.0,2.0,50.0
other,1070.0,2.0,1.0,2.0,45.0
other,1128.0,2.0,2.0,2.0,105.0
other,1162.0,2.0,1.0,2.0,57.0
other,1339.0,2.0,2.0,2.0,55.0
other,1192.0,2.0,2.0,2.0,75.0
Haralur Road,1920.0,3.0,1.0,3.0,115.0
other,1255.0,2.0,1.0,2.0,52.32
other,1357.0,2.0,1.0,2.0,115.0
other,1600.0,3.0,2.0,3.0,75.0
other,1225.0,2.0,2.0,2.0,55.11
Whitefield,2400.0,4.0,3.0,4.0,200.0
other,1570.0,3.0,3.0,3.0,80.0
Thanisandra,1093.0,2.0,2.0,2.0,70.0
other,1865.0,3.0,3.0,3.0,145.0
other,1200.0,7.0,3.0,6.0,165.0
other,1039.0,2.0,2.0,2.0,80.0
other,1246.0,2.0,1.0,2.0,64.5
Whitefield,1985.0,3.0,2.0,3.0,75.0
other,1590.0,3.0,3.0,3.0,49.0
other,4000.0,4.0,2.0,4.0,675.0
Electronic City Phase II,775.0,2.0,2.0,2.0,38.0
other,1000.0,2.0,1.0,2.0,50.0
other,1800.0,3.0,2.0,3.0,175.0
other,1035.0,2.0,1.0,2.0,41.0
other,1520.0,2.0,1.0,3.0,75.0
Whitefield,1360.0,2.0,1.0,2.0,95.0
other,6000.0,5.0,3.0,4.0,400.0
other,1117.0,2.0,2.0,2.0,56.0
other,1200.0,4.0,3.0,4.0,120.0
other,1330.0,2.0,1.0,2.0,92.5
Marathahalli,1937.0,3.0,2.0,3.0,160.0
Electronic City,1128.0,2.0,1.0,2.0,65.49
other,1053.0,2.0,1.0,2.0,45.0
other,1198.0,2.0,1.0,2.0,77.0
Marathahalli,1152.0,2.0,1.0,2.0,56.0
other,1200.0,6.0,2.0,6.0,125.0
other,1625.0,2.0,1.0,2.0,75.0
other,1397.0,3.0,3.0,3.0,105.0
other,1523.0,3.0,3.0,3.0,170.0
other,883.0,2.0,1.0,2.0,45.0
other,700.0,1.0,0.0,1.0,38.0
